Movie,year,time_minute,imdb_rating,metascore,vote,gross_earning,certificates,genres
Best in Show,(2000),90 min,7.4,78        ,"61,636",$18.72M,PG-13,"
Comedy            "
Pitch Perfect 3,(2017),93 min,5.8,40        ,"63,273",$104.90M,PG-13,"
Comedy, Music            "
You Don't Mess with the Zohan,(2008),113 min,5.6,54        ,"200,589",$100.02M,PG-13,"
Action, Comedy            "
Peggy Sue Got Married,(1986),103 min,6.4,75        ,"37,512",$41.38M,PG-13,"
Comedy, Drama, Fantasy            "
Hannah Montana: The Movie,(2009),102 min,4.5,47        ,"42,323",$79.57M,G,"
Comedy, Drama, Family            "
Return to Oz,(1985),113 min,6.7,42        ,"27,162",-,PG,"
Adventure, Family, Fantasy            "
Hotel Artemis,(2018),94 min,6.0,58        ,"52,919",$6.71M,R,"
Action, Crime, Drama            "
The Fisher King,(1991),137 min,7.5,61        ,"84,765",$41.90M,R,"
Comedy, Drama, Fantasy            "
Happy Feet,(2006),108 min,6.4,77        ,"183,301",$198.00M,PG,"
Animation, Adventure, Comedy            "
The Highwaymen,(2019),132 min,6.9,58        ,"89,366",-,R,"
Biography, Crime, Drama            "
The Wedding Planner,(2001),103 min,5.3,33        ,"80,747",$60.40M,PG-13,"
Comedy, Romance            "
The Boss Baby,(2017),97 min,6.3,50        ,"123,587",$175.00M,PG,"
Animation, Adventure, Comedy            "
Adaptation.,(2002),115 min,7.7,83        ,"190,794",$22.25M,R,"
Comedy, Drama            "
The Frozen Ground,(2013),105 min,6.4,37        ,"62,797",-,R,"
Crime, Thriller            "
Death Race,(2008),105 min,6.4,43        ,"207,462",$36.32M,R,"
Action, Sci-Fi, Thriller            "
The Eagle,(2011),114 min,6.2,55        ,"69,874",$19.49M,PG-13,"
Action, Adventure, Drama            "
Speed Racer,(2008),135 min,6.0,37        ,"73,386",$43.95M,PG,"
Action, Adventure, Comedy            "
Village of the Damned,(1995),98 min,5.6,41        ,"31,592",$9.42M,R,"
Horror, Sci-Fi, Thriller            "
Hard Candy,(2005),104 min,7.0,58        ,"160,132",$1.01M,R,"
Drama, Thriller            "
The Taking of Deborah Logan,(2014),90 min,6.0,-,"31,459",-,R,"
Horror, Mystery, Thriller            "
Brimstone,(2016),148 min,7.0,45        ,"40,769",-,R,"
Drama, Mystery, Thriller            "
How It Ends,(2018),113 min,5.0,36        ,"52,513",-,TV-MA,"
Action, Drama, Mystery            "
Invasion of the Body Snatchers,(1978),115 min,7.4,75        ,"59,332",$24.95M,PG,"
Horror, Sci-Fi            "
Space Jam,(1996),88 min,6.5,59        ,"195,118",$90.46M,PG,"
Animation, Adventure, Comedy            "
The Covenant,(2006),97 min,5.1,19        ,"49,306",$23.29M,PG-13,"
Action, Adventure, Fantasy            "
Dora and the Lost City of Gold,(2019),102 min,6.1,63        ,"30,370",$54.89M,PG,"
Action, Adventure, Comedy            "
Gandhi,(1982),191 min,8.1,79        ,"228,657",$52.77M,PG,"
Biography, Drama            "
Out of Time,(I) (2003),105 min,6.5,63        ,"60,670",$40.91M,PG-13,"
Crime, Drama, Mystery            "
The Beguiled,(2017),93 min,6.3,77        ,"57,199",$10.58M,R,"
Drama, Thriller, War            "
The Iceman,(2012),106 min,6.8,60        ,"74,668",$1.94M,R,"
Biography, Crime, Drama            "
Network,(1976),121 min,8.1,83        ,"157,573",-,R,"
Drama            "
Anastasia,(1997),94 min,7.1,61        ,"121,800",$58.41M,G,"
Animation, Adventure, Drama            "
27 Dresses,(2008),111 min,6.1,47        ,"163,138",$76.81M,PG-13,"
Comedy, Romance            "
Tristan + Isolde,(2006),125 min,6.8,49        ,"52,401",$14.73M,PG-13,"
Action, Drama, Romance            "
Grease 2,(1982),115 min,4.4,52        ,"35,430",$15.17M,PG,"
Comedy, Music, Musical            "
Grandma's Boy,(2006),94 min,6.9,33        ,"82,725",$6.09M,R,"
Comedy            "
Mr. Mom,(1983),91 min,6.5,50        ,"24,411",$64.80M,PG,"
Comedy, Drama            "
The Invasion,(I) (2007),99 min,5.9,45        ,"78,454",$15.07M,PG-13,"
Sci-Fi, Thriller            "
Traffic,(2000),147 min,7.6,86        ,"206,063",$124.12M,R,"
Crime, Drama, Thriller            "
The Last Picture Show,(1971),118 min,8.0,93        ,"47,769",$29.13M,R,"
Drama, Romance            "
Shrek Forever After,(2010),93 min,6.3,58        ,"201,144",$238.37M,PG,"
Animation, Adventure, Comedy            "
The Beastmaster,(1982),118 min,6.2,18        ,"23,144",$14.06M,PG,"
Action, Adventure, Fantasy            "
What to Expect When You're Expecting,(2012),110 min,5.7,41        ,"72,775",$41.15M,PG-13,"
Comedy, Drama, Romance            "
Lost Highway,(1997),134 min,7.6,52        ,"140,366",$3.80M,R,"
Mystery, Thriller            "
The Omen,(1976),111 min,7.5,62        ,"116,985",$4.27M,R,"
Horror, Mystery            "
Domino,(2005),127 min,5.9,36        ,"66,930",$10.17M,R,"
Action, Biography, Crime            "
Annie,(2014),118 min,5.3,33        ,"37,580",$85.91M,PG,"
Comedy, Drama, Family            "
The Book Thief,(2013),131 min,7.5,53        ,"134,443",$21.49M,PG-13,"
Drama, War            "
Meet the Fockers,(2004),115 min,6.3,41        ,"268,150",$279.26M,PG-13,"
Comedy, Romance            "
Till Death,(I) (2021),88 min,5.8,66        ,"19,794",-,R,"
Thriller            "
Rushmore,(1998),93 min,7.6,86        ,"183,553",$17.11M,R,"
Comedy, Drama, Romance            "
Earth Girls Are Easy,(1988),100 min,5.4,66        ,"23,247",$3.92M,PG,"
Comedy, Musical, Romance            "
Eraserhead,(1977),89 min,7.3,87        ,"114,074",$7.00M,Not Rated,"
Fantasy, Horror            "
I Now Pronounce You Chuck & Larry,(2007),115 min,5.9,37        ,"146,963",$120.06M,PG-13,"
Comedy, Romance            "
Paranormal Activity,(2007),86 min,6.3,68        ,"235,774",$107.92M,R,"
Horror, Mystery            "
Hang 'Em High,(1968),114 min,7.0,62        ,"38,967",-,Approved,"
Drama, Western            "
Sling Blade,(1996),135 min,8.0,84        ,"93,282",$24.48M,R,"
Drama            "
Splash,(1984),111 min,6.3,71        ,"76,330",$62.10M,PG,"
Comedy, Fantasy, Romance            "
Slap Shot,(1977),123 min,7.3,61        ,"37,254",$28.00M,R,"
Comedy, Drama, Sport            "
Anger Management,(2003),106 min,6.2,52        ,"213,992",$135.65M,PG-13,"
Comedy            "
Mulholland Falls,(1996),107 min,6.3,-,"17,401",$11.50M,R,"
Crime, Drama, Mystery            "
Night at the Museum: Secret of the Tomb,(2014),98 min,6.2,47        ,"119,960",$113.75M,PG,"
Adventure, Comedy, Family            "
Thunder Force,(2021),106 min,4.4,34        ,"41,075",-,PG-13,"
Action, Adventure, Comedy            "
Kung Fu Panda 2,(2011),90 min,7.2,67        ,"278,173",$165.25M,PG,"
Animation, Action, Adventure            "
The Longest Ride,(2015),123 min,7.0,33        ,"82,223",$37.45M,PG-13,"
Comedy, Drama, Romance            "
All Good Things,(2010),101 min,6.3,57        ,"56,041",$0.58M,R,"
Crime, Drama, Mystery            "
Funny People,(2009),146 min,6.3,60        ,"118,942",$51.86M,R,"
Comedy, Drama            "
Hypnotic,(2021),88 min,5.3,32        ,"15,177",-,TV-14,"
Mystery, Thriller            "
The Apartment,(1960),125 min,8.3,94        ,"178,760",$18.60M,Approved,"
Comedy, Drama, Romance            "
The French Connection,(1971),104 min,7.7,94        ,"121,111",$15.63M,R,"
Action, Crime, Drama            "
Before I Go to Sleep,(2014),92 min,6.3,41        ,"78,361",$2.96M,R,"
Drama, Mystery, Thriller            "
In & Out,(1997),90 min,6.4,70        ,"41,549",$63.86M,PG-13,"
Comedy, Romance            "
Courage Under Fire,(1996),116 min,6.6,77        ,"54,518",$59.03M,R,"
Action, Drama, Mystery            "
All the Bright Places,(2020),107 min,6.5,61        ,"30,012",-,TV-MA,"
Drama, Romance            "
Before Midnight,(2013),109 min,7.9,94        ,"154,738",$8.11M,R,"
Drama, Romance            "
Gangster Squad,(2013),113 min,6.7,40        ,"214,211",$46.00M,R,"
Action, Crime, Drama            "
Ouija: Origin of Evil,(2016),99 min,6.2,65        ,"63,009",$35.14M,PG-13,"
Drama, Horror, Mystery            "
The Great Dictator,(1940),125 min,8.4,-,"220,758",$0.29M,G,"
Comedy, Drama, War            "
An Education,(2009),100 min,7.3,85        ,"133,543",$12.57M,PG-13,"
Drama            "
The Three Musketeers,(1993),105 min,6.3,43        ,"54,717",$53.90M,PG,"
Action, Adventure, Comedy            "
The Witches of Eastwick,(1987),118 min,6.5,67        ,"69,226",$63.77M,R,"
Comedy, Fantasy, Horror            "
Assassin's Creed,(2016),115 min,5.6,36        ,"197,416",$54.65M,PG-13,"
Action, Adventure, Sci-Fi            "
Unstoppable,(2010),98 min,6.8,69        ,"195,799",$81.56M,PG-13,"
Action, Thriller            "
In the Line of Fire,(1993),128 min,7.2,74        ,"102,447",$102.31M,R,"
Action, Crime, Drama            "
Reality Bites,(1994),99 min,6.6,67        ,"49,510",$20.98M,PG-13,"
Comedy, Drama, Romance            "
Rounders,(1998),121 min,7.3,54        ,"150,211",$22.91M,R,"
Crime, Drama            "
Indecent Proposal,(1993),117 min,6.0,35        ,"70,564",$106.61M,R,"
Drama, Romance            "
Conan the Destroyer,(1984),103 min,5.9,53        ,"79,878",$31.04M,PG,"
Action, Adventure, Fantasy            "
Holidate,(2020),104 min,6.1,44        ,"63,117",-,TV-MA,"
Comedy, Romance            "
Cool Hand Luke,(1967),127 min,8.1,92        ,"174,978",$16.22M,GP,"
Crime, Drama            "
Despicable Me 3,(2017),89 min,6.2,49        ,"129,891",$264.62M,PG,"
Animation, Adventure, Comedy            "
Bottle Rocket,(1996),91 min,6.9,66        ,"76,249",$0.56M,R,"
Comedy, Crime, Drama            "
Bound,(1996),109 min,7.3,61        ,"55,109",$3.80M,R,"
Crime, Thriller            "
Resident Evil: Extinction,(2007),94 min,6.2,41        ,"193,809",$50.65M,R,"
Action, Horror, Sci-Fi            "
The Day the Earth Stood Still,(2008),104 min,5.5,40        ,"169,961",$79.37M,PG-13,"
Adventure, Drama, Sci-Fi            "
Moonstruck,(1987),102 min,7.1,83        ,"58,912",$80.64M,PG,"
Comedy, Drama, Romance            "
Clash of the Titans,(1981),118 min,6.9,59        ,"44,174",$41.09M,PG,"
Action, Adventure, Family            "
"Planes, Trains & Automobiles",(1987),93 min,7.6,72        ,"139,233",$49.53M,R,"
Comedy, Drama            "
PK,(2014),153 min,8.1,-,"180,558",$10.62M,Not Rated,"
Comedy, Drama, Sci-Fi            "
The Midnight Sky,(2020),118 min,5.6,58        ,"82,070",-,PG-13,"
Adventure, Drama, Sci-Fi            "
The Watch,(I) (2012),102 min,5.7,36        ,"127,006",$35.35M,R,"
Comedy, Sci-Fi            "
Patriots Day,(2016),133 min,7.3,69        ,"101,334",$31.89M,R,"
Action, Crime, Drama            "
"I Love You, Beth Cooper",(2009),102 min,5.3,32        ,"35,217",$14.79M,PG-13,"
Comedy, Romance            "
The Sorcerer's Apprentice,(2010),109 min,6.1,46        ,"161,117",$63.15M,PG,"
Action, Adventure, Family            "
Phone Booth,(2002),81 min,7.1,56        ,"266,072",$46.57M,R,"
Crime, Thriller            "
Fire in the Sky,(1993),109 min,6.5,42        ,"24,547",$20.10M,PG-13,"
Biography, Drama, Fantasy            "
The Brothers Grimsby,(2016),83 min,6.2,44        ,"101,031",$6.86M,R,"
Action, Adventure, Comedy            "
The Bank Job,(2008),111 min,7.2,69        ,"180,653",$30.03M,R,"
Crime, Drama, Thriller            "
Thank You for Your Service,(I) (2017),109 min,6.5,68        ,"13,779",$9.47M,R,"
Biography, Drama, War            "
Eighth Grade,(2018),93 min,7.4,89        ,"74,349",$13.54M,R,"
Comedy, Drama            "
Across the Universe,(2007),133 min,7.3,56        ,"110,022",$24.34M,PG-13,"
Drama, Fantasy, History            "
For Love of the Game,(1999),137 min,6.6,43        ,"35,007",$35.17M,PG-13,"
Drama, Romance, Sport            "
The Hunchback of Notre Dame,(1996),91 min,7.0,74        ,"154,608",$100.14M,G,"
Animation, Drama, Family            "
The Cowboys,(1972),134 min,7.4,52        ,"14,492",$16.35M,GP,"
Adventure, Drama, Western            "
After Hours,(I) (1985),97 min,7.6,90        ,"68,176",$10.60M,R,"
Comedy, Crime, Drama            "
Sabotage,(2014),109 min,5.7,41        ,"63,392",$10.51M,R,"
Action, Crime, Drama            "
Despicable Me 2,(2013),98 min,7.3,62        ,"392,528",$368.06M,PG,"
Animation, Adventure, Comedy            "
Bachelor Party,(1984),105 min,6.3,56        ,"39,754",$38.44M,R,"
Comedy            "
Color Out of Space,(2019),111 min,6.1,70        ,"45,958",-,Unrated,"
Horror, Mystery, Sci-Fi            "
The General's Daughter,(1999),116 min,6.4,47        ,"58,983",$102.71M,R,"
Crime, Drama, Mystery            "
Step Up,(2006),104 min,6.5,48        ,"117,928",$65.33M,PG-13,"
Crime, Drama, Music            "
The Judge,(2014),141 min,7.4,48        ,"189,613",$47.12M,R,"
Crime, Drama            "
Freaky Friday,(2003),97 min,6.3,70        ,"136,377",$110.23M,PG,"
Comedy, Family, Fantasy            "
The Illusionist,(2006),110 min,7.6,68        ,"369,438",$39.87M,PG-13,"
Drama, Fantasy, Mystery            "
This Means War,(2012),103 min,6.3,31        ,"185,473",$54.76M,PG-13,"
Action, Comedy, Romance            "
London Has Fallen,(2016),99 min,5.9,28        ,"156,637",$62.68M,R,"
Action, Thriller            "
Life Itself,(2018),117 min,6.8,21        ,"21,280",$4.10M,R,"
Drama, Romance            "
Ted 2,(2015),115 min,6.3,48        ,"204,488",$81.48M,R,"
Comedy            "
Gummo,(1997),89 min,6.6,19        ,"34,857",$0.02M,R,"
Comedy, Drama            "
Snakes on a Plane,(2006),105 min,5.5,58        ,"138,692",$34.02M,R,"
Action, Adventure, Crime            "
Paths of Glory,(1957),88 min,8.4,90        ,"194,003",-,Approved,"
Drama, War            "
Jane Eyre,(2011),120 min,7.3,76        ,"87,206",$11.24M,PG-13,"
Drama, Romance            "
Alive,(1993),120 min,7.1,56        ,"55,667",$36.73M,R,"
Biography, Drama, Thriller            "
Speed 2: Cruise Control,(1997),121 min,3.9,23        ,"80,747",$48.61M,PG-13,"
Action, Adventure, Crime            "
The Lucky One,(2012),101 min,6.4,39        ,"107,728",$60.46M,PG-13,"
Drama, Mystery, Romance            "
Mud,(2012),130 min,7.4,76        ,"178,201",$21.59M,PG-13,"
Drama            "
How to Be Single,(2016),110 min,6.0,51        ,"87,642",$46.84M,R,"
Comedy, Drama, Romance            "
Sand Castle,(2017),113 min,6.3,45        ,"23,036",-,TV-MA,"
Action, Drama, War            "
2 Guns,(2013),109 min,6.7,55        ,"209,725",$75.61M,R,"
Action, Comedy, Crime            "
Dark Places,(2015),113 min,6.2,39        ,"44,933",-,R,"
Crime, Drama, Mystery            "
Glengarry Glen Ross,(1992),100 min,7.7,82        ,"104,076",$10.73M,R,"
Crime, Drama, Mystery            "
Better Off Dead...,(1985),97 min,7.1,51        ,"44,468",$10.30M,PG,"
Comedy, Romance            "
The Lifeguard,(2013),98 min,5.6,34        ,"14,721",-,R,"
Drama, Romance            "
American Gigolo,(1980),117 min,6.3,57        ,"25,339",$23.00M,R,"
Crime, Drama, Mystery            "
Final Destination 5,(2011),92 min,5.9,50        ,"114,921",$42.59M,R,"
Action, Horror, Thriller            "
Grindhouse,(2007),191 min,7.5,77        ,"183,871",$25.04M,R,"
Action, Horror, Thriller            "
Wild,(I) (2014),115 min,7.1,74        ,"128,275",$37.88M,R,"
Adventure, Biography, Drama            "
Begin Again,(II) (2013),104 min,7.4,62        ,"154,734",$16.17M,R,"
Comedy, Drama, Music            "
The Informer,(2019),113 min,6.6,61        ,"34,355",-,R,"
Action, Crime, Drama            "
The Last Starfighter,(1984),101 min,6.7,67        ,"42,158",$28.73M,PG,"
Action, Adventure, Sci-Fi            "
The Circle,(I) (2017),110 min,5.3,43        ,"91,752",$20.50M,PG-13,"
Drama, Sci-Fi, Thriller            "
The Chronicles of Narnia: The Voyage of the Dawn Treader,(2010),113 min,6.3,53        ,"152,555",$104.39M,PG,"
Adventure, Family, Fantasy            "
Trouble with the Curve,(2012),111 min,6.8,58        ,"63,788",$35.76M,PG-13,"
Drama, Sport            "
The Layover,(I) (2017),88 min,4.7,15        ,"14,709",-,R,"
Comedy, Romance            "
The Boy,(2016),97 min,6.0,42        ,"89,927",$35.82M,PG-13,"
Horror, Mystery, Thriller            "
Night at the Museum: Battle of the Smithsonian,(2009),105 min,6.0,42        ,"193,296",$177.24M,PG,"
Adventure, Comedy, Family            "
The Good Shepherd,(2006),167 min,6.7,61        ,"102,703",$59.95M,R,"
Drama, History, Thriller            "
Drop Dead Fred,(1991),103 min,5.9,25        ,"29,126",$43.88M,PG-13,"
Comedy, Drama, Fantasy            "
Heavy Metal,(1981),86 min,6.6,51        ,"34,811",-,R,"
Animation, Adventure, Fantasy            "
Stuart Little,(1999),84 min,6.0,61        ,"133,529",$140.04M,PG,"
Adventure, Comedy, Family            "
The Hate U Give,(2018),133 min,7.4,81        ,"35,736",$29.72M,PG-13,"
Crime, Drama            "
Far from the Madding Crowd,(2015),119 min,7.1,71        ,"49,103",$12.23M,PG-13,"
Drama, Romance            "
Legion,(2010),100 min,5.2,32        ,"104,534",$40.17M,R,"
Action, Fantasy, Horror            "
The Cloverfield Paradox,(2018),102 min,5.5,37        ,"103,832",-,PG-13,"
Action, Horror, Sci-Fi            "
Paper Towns,(2015),109 min,6.3,56        ,"102,114",$32.00M,PG-13,"
Adventure, Comedy, Drama            "
Role Models,(2008),99 min,6.8,61        ,"229,786",$67.29M,R,"
Comedy            "
The Bridges of Madison County,(1995),135 min,7.6,69        ,"80,277",$71.52M,PG-13,"
Drama, Romance            "
The Outlaw Josey Wales,(1976),135 min,7.8,69        ,"72,732",$31.80M,PG,"
Western            "
Predator 2,(1990),108 min,6.2,46        ,"159,551",$30.67M,R,"
Action, Horror, Sci-Fi            "
A Scanner Darkly,(2006),100 min,7.0,73        ,"111,310",$5.50M,R,"
Animation, Comedy, Crime            "
Bad Moms,(2016),100 min,6.2,60        ,"123,640",$113.26M,R,"
Comedy            "
The Adventures of Sharkboy and Lavagirl 3-D,(2005),93 min,3.6,38        ,"37,453",$39.18M,PG,"
Action, Adventure, Comedy            "
Miss Sloane,(2016),132 min,7.5,64        ,"73,810",$3.44M,R,"
Drama            "
Endless Love,(2014),104 min,6.2,30        ,"44,466",$23.39M,PG-13,"
Drama, Romance            "
Inventing the Abbotts,(1997),110 min,6.4,49        ,"12,848",$5.94M,R,"
Drama, Romance            "
Young Adult,(2011),94 min,6.3,71        ,"83,998",$16.31M,R,"
Comedy, Drama            "
The Hours,(2002),110 min,7.5,80        ,"130,894",$41.68M,PG-13,"
Drama, Romance            "
Batman,(1966),105 min,6.5,71        ,"32,928",-,PG,"
Action, Adventure, Comedy            "
Escape from Alcatraz,(1979),112 min,7.6,76        ,"131,809",$43.00M,PG,"
Action, Biography, Crime            "
Just Friends,(I) (2005),96 min,6.2,47        ,"117,023",$32.62M,PG-13,"
Comedy, Romance            "
Let Him Go,(2020),113 min,6.7,63        ,"24,748",-,R,"
Crime, Drama, Thriller            "
Scoob!,(2020),93 min,5.6,43        ,"25,848",-,PG,"
Animation, Adventure, Comedy            "
Out of Sight,(1998),123 min,7.0,85        ,"91,866",$37.56M,R,"
Comedy, Crime, Drama            "
Ordinary People,(1980),124 min,7.7,86        ,"51,706",$54.80M,R,"
Drama            "
The Core,(2003),135 min,5.5,48        ,"98,759",$31.19M,PG-13,"
Action, Adventure, Sci-Fi            "
RoboCop 3,(1993),104 min,4.1,40        ,"50,198",$10.70M,PG-13,"
Action, Crime, Sci-Fi            "
Buffalo '66,(1998),110 min,7.4,68        ,"53,450",$2.38M,R,"
Comedy, Drama, Romance            "
The Counselor,(2013),117 min,5.4,48        ,"100,609",$16.97M,R,"
Crime, Drama, Thriller            "
Extract,(2009),92 min,6.1,61        ,"48,184",$10.81M,R,"
Comedy, Crime, Romance            "
Tears of the Sun,(2003),121 min,6.6,48        ,"121,481",$43.73M,R,"
Action, Drama, Thriller            "
Seventh Son,(I) (2014),102 min,5.5,30        ,"76,672",$17.22M,PG-13,"
Action, Adventure, Fantasy            "
Meet the Robinsons,(2007),95 min,6.8,61        ,"98,084",$97.82M,G,"
Animation, Adventure, Comedy            "
Why Him?,(2016),111 min,6.2,39        ,"111,507",$60.32M,R,"
Comedy            "
Motherless Brooklyn,(2019),144 min,6.8,60        ,"56,095",-,R,"
Crime, Drama, Mystery            "
The Nutty Professor,(1996),95 min,5.6,62        ,"116,389",$128.81M,PG-13,"
Comedy, Romance, Sci-Fi            "
What Lies Beneath,(2000),130 min,6.6,51        ,"125,030",$155.46M,PG-13,"
Drama, Horror, Mystery            "
Crimson Tide,(1995),116 min,7.3,66        ,"111,682",$91.40M,R,"
Action, Drama, Thriller            "
Color of Night,(1994),121 min,5.2,36        ,"24,100",$19.72M,R,"
Drama, Mystery, Romance            "
About a Boy,(2002),101 min,7.1,75        ,"182,803",$41.39M,PG-13,"
Comedy, Drama, Romance            "
Detachment,(2011),98 min,7.7,52        ,"84,221",$0.07M,Not Rated,"
Drama            "
Pompeii,(I) (2014),105 min,5.5,39        ,"111,025",$23.22M,PG-13,"
Action, Adventure, Drama            "
Creed II,(2018),130 min,7.1,66        ,"121,573",$115.72M,PG-13,"
Drama, Sport            "
Sleepaway Camp,(1983),84 min,6.2,58        ,"32,028",$11.00M,R,"
Horror            "
Labor Day,(2013),111 min,6.9,52        ,"45,729",$13.36M,PG-13,"
Drama, Romance, Thriller            "
Much Ado About Nothing,(1993),111 min,7.3,80        ,"48,115",$22.55M,PG-13,"
Comedy, Drama, Romance            "
Inkheart,(2008),106 min,6.1,49        ,"77,543",$17.30M,PG,"
Adventure, Family, Fantasy            "
Roma,(2018),135 min,7.7,96        ,"155,209",-,R,"
Drama            "
Cabaret,(1972),124 min,7.7,80        ,"54,372",$42.77M,PG,"
Drama, Music, Musical            "
The Outsider,(I) (2018),120 min,6.2,30        ,"25,487",-,TV-MA,"
Action, Crime, Drama            "
Midnight Run,(1988),126 min,7.5,78        ,"85,165",$38.41M,R,"
Action, Comedy, Crime            "
Dirty Grandpa,(2016),102 min,5.8,21        ,"122,477",$35.59M,R,"
Comedy            "
Deliver Us from Evil,(I) (2014),118 min,6.2,40        ,"76,485",$30.58M,R,"
Action, Adventure, Crime            "
Julie & Julia,(2009),123 min,7.0,66        ,"118,061",$94.13M,PG-13,"
Biography, Drama, Romance            "
National Treasure: Book of Secrets,(2007),124 min,6.5,48        ,"234,154",$219.96M,PG,"
Action, Adventure, Mystery            "
P.S. I Love You,(2007),126 min,7.0,39        ,"208,691",$53.70M,PG-13,"
Comedy, Drama, Romance            "
Babel,(I) (2006),143 min,7.5,69        ,"300,871",$34.30M,R,"
Drama            "
The Fountain,(2006),97 min,7.2,51        ,"237,505",$10.14M,PG-13,"
Drama, Mystery, Romance            "
Disturbia,(2007),105 min,6.8,62        ,"233,850",$80.21M,PG-13,"
Crime, Drama, Mystery            "
Jack Ryan: Shadow Recruit,(2014),105 min,6.2,57        ,"130,814",$50.58M,PG-13,"
Action, Drama, Thriller            "
On the Waterfront,(1954),108 min,8.1,91        ,"153,208",$9.60M,Approved,"
Crime, Drama, Thriller            "
Child's Play,(1988),87 min,6.6,58        ,"99,819",$33.24M,R,"
Horror, Thriller            "
Patton,(1970),172 min,7.9,91        ,"101,271",$61.70M,GP,"
Biography, Drama, War            "
Moxie,(I) (2021),111 min,6.7,54        ,"24,749",-,PG-13,"
Comedy, Drama, Music            "
A Good Day to Die Hard,(2013),98 min,5.2,28        ,"206,194",$67.35M,R,"
Action, Thriller            "
How the Grinch Stole Christmas,(2000),104 min,6.2,46        ,"240,842",$260.04M,PG,"
Comedy, Family, Fantasy            "
Remember Me,(I) (2010),113 min,7.1,40        ,"146,070",$19.07M,PG-13,"
Drama, Romance            "
Fences,(2016),139 min,7.2,79        ,"106,735",$57.64M,PG-13,"
Drama            "
Killers,(2010),100 min,5.4,21        ,"91,519",$47.06M,PG-13,"
Action, Comedy, Romance            "
The Final Girls,(2015),91 min,6.5,59        ,"46,291",-,PG-13,"
Comedy, Drama, Fantasy            "
Bedazzled,(2000),93 min,6.1,49        ,"103,053",$37.88M,PG-13,"
Comedy, Fantasy            "
Secondhand Lions,(2003),109 min,7.5,52        ,"57,323",$41.41M,PG,"
Comedy, Drama, Family            "
The Grey,(2011),117 min,6.8,64        ,"251,125",$51.58M,R,"
Action, Adventure, Drama            "
Children of the Corn,(1984),92 min,5.6,45        ,"51,912",$14.57M,R,"
Horror, Thriller            "
Rocky V,(1990),104 min,5.3,55        ,"135,817",$40.95M,PG-13,"
Drama, Sport            "
Burn After Reading,(2008),96 min,7.0,63        ,"328,558",$60.36M,R,"
Comedy, Crime, Drama            "
Modern Times,(1936),87 min,8.5,96        ,"238,095",$0.16M,G,"
Comedy, Drama, Romance            "
Joe Dirt,(2001),91 min,5.9,20        ,"56,815",$27.09M,PG-13,"
Adventure, Comedy, Drama            "
"Sex, Lies, and Videotape",(1989),100 min,7.2,86        ,"54,702",$24.74M,R,"
Drama            "
Reign of Fire,(2002),101 min,6.2,39        ,"134,987",$43.06M,PG-13,"
Action, Adventure, Fantasy            "
The First Time,(I) (2012),95 min,6.8,55        ,"70,567",$0.02M,PG-13,"
Comedy, Drama, Romance            "
Brazen,(2022),94 min,4.1,-,"11,445",-,TV-14,"
Crime, Drama, Mystery            "
The Quiet Man,(1952),129 min,7.7,85        ,"38,414",$10.55M,Passed,"
Comedy, Drama, Romance            "
Wanderlust,(2012),98 min,5.6,53        ,"76,440",$17.23M,R,"
Comedy, Romance            "
The Player,(1992),124 min,7.5,86        ,"60,031",$21.71M,R,"
Comedy, Crime, Drama            "
Resident Evil: Afterlife,(2010),96 min,5.8,37        ,"170,422",$60.13M,R,"
Action, Horror, Sci-Fi            "
Walking Tall,(2004),86 min,6.2,44        ,"75,640",$45.86M,PG-13,"
Action, Crime            "
Enough,(I) (2002),115 min,5.7,25        ,"43,424",$40.01M,PG-13,"
Crime, Drama, Thriller            "
Hardball,(2001),106 min,6.4,48        ,"31,352",$40.22M,PG-13,"
Comedy, Drama, Sport            "
The Addams Family,(2019),86 min,5.8,46        ,"37,782",$100.04M,PG,"
Animation, Comedy, Family            "
State of Play,(2009),127 min,7.1,64        ,"151,474",$37.02M,PG-13,"
Crime, Drama, Mystery            "
The Assistant,(III) (2019),87 min,6.4,79        ,"22,088",-,R,"
Drama            "
Mississippi Grind,(2015),108 min,6.4,77        ,"23,213",$0.13M,R,"
Comedy, Drama            "
Crawl,(I) (2019),87 min,6.1,60        ,"82,483",$39.01M,R,"
Action, Adventure, Horror            "
Gentlemen Prefer Blondes,(1953),91 min,7.1,-,"36,824",$12.00M,Approved,"
Comedy, Musical, Romance            "
Lions for Lambs,(2007),92 min,6.2,47        ,"49,920",$15.00M,R,"
Crime, Drama, Mystery            "
A Perfect Murder,(1998),107 min,6.6,50        ,"84,953",$67.64M,R,"
Crime, Drama, Thriller            "
Boy Erased,(2018),115 min,6.9,69        ,"38,083",$6.79M,R,"
Biography, Drama            "
Paranoia,(I) (2013),106 min,5.6,32        ,"37,318",$7.38M,PG-13,"
Drama, Thriller            "
First Kill,(2017),97 min,5.0,39        ,"11,577",-,R,"
Action, Thriller            "
Scooby-Doo 2: Monsters Unleashed,(2004),93 min,5.1,34        ,"56,344",$84.22M,PG,"
Adventure, Comedy, Family            "
The Best Years of Our Lives,(1946),170 min,8.1,93        ,"63,384",$23.65M,Approved,"
Drama, Romance, War            "
Eraser,(1996),115 min,6.1,56        ,"110,385",$101.30M,R,"
Action, Crime, Thriller            "
